event_id,event_name,date,location,fight_id,division,title_fight,method,finish_round,match_time_sec,total_rounds,referee,r_name,r_id,r_kd,r_sig_str_landed,r_sig_str_atmpted,r_sig_str_acc,r_total_str_landed,r_total_str_atmpted,r_total_str_acc,r_td_landed,r_td_atmpted,r_td_acc,r_sub_att,r_ctrl,r_head_landed,r_head_atmpted,r_head_acc,r_body_landed,r_body_atmpted,r_body_acc,r_leg_landed,r_leg_atmpted,r_leg_acc,r_dist_landed,r_dist_atmpted,r_dist_acc,r_clinch_landed,r_clinch_atmpted,r_clinch_acc,r_ground_landed,r_ground_atmpted,r_ground_acc,r_landed_head_per,r_landed_body_per,r_landed_leg_per,r_landed_dist_per,r_landed_clinch_per,r_landed_ground_per,r_nick_name,r_wins,r_losses,r_draws,r_height,r_weight,r_reach,r_stance,r_dob,r_splm,r_str_acc,r_sapm,r_str_def,r_td_avg,r_td_avg_acc,r_td_def,r_sub_avg,b_name,b_id,b_kd,b_sig_str_landed,b_sig_str_atmpted,b_sig_str_acc,b_total_str_landed,b_total_str_atmpted,b_total_str_acc,b_td_landed,b_td_atmpted,b_td_acc,b_sub_att,b_ctrl,b_head_landed,b_head_atmpted,b_head_acc,b_body_landed,b_body_atmpted,b_body_acc,b_leg_landed,b_leg_atmpted,b_leg_acc,b_dist_landed,b_dist_atmpted,b_dist_acc,b_clinch_landed,b_clinch_atmpted,b_clinch_acc,b_ground_landed,b_ground_atmpted,b_ground_acc,b_landed_head_per,b_landed_body_per,b_landed_leg_per,b_landed_dist_per,b_landed_clinch_per,b_landed_ground_per,b_nick_name,b_wins,b_losses,b_draws,b_height,b_weight,b_reach,b_stance,b_dob,b_splm,b_str_acc,b_sapm,b_str_def,b_td_avg,b_td_avg_acc,b_td_def,b_sub_avg,winner,winner_id
a6a9ab5a824e8f66,UFC 2: No Way Out,3/11/1994,"Denver, Colorado, USA",00835554f95fa911,2 tournament,1,KO/TKO,1,77,,John McCarthy,Royce Gracie,429e7d3725852ce9,0,4,4,100,11,11,100,1,2,50,0,,3,3,100,0,0,,1,1,100,0,0,,1,1,100,3,3,100,75,0,25,0,25,75,,15,2,3,185.42,79.38,,Southpaw,12/12/1966,0.88,41,1.13,37,0,0,66,0.8,Patrick Smith,46c8ec317aff28ac,0,1,2,50,2,3,67,0,0,,0,,0,0,,1,2,50,0,0,,0,1,0,1,1,100,0,0,,0,100,0,0,100,0,,20,17,0,187.96,102.06,,Orthodox,8/28/1963,0,0,0,0,0,0,0,0,Royce Gracie,429e7d3725852ce9
a6a9ab5a824e8f66,UFC 2: No Way Out,3/11/1994,"Denver, Colorado, USA",aa161c7159741766,open weight,0,Submission,1,91,,John McCarthy,Royce Gracie,429e7d3725852ce9,0,0,0,,0,0,,1,2,50,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,33,34,33,33,34,33,,15,2,3,185.42,79.38,,Southpaw,12/12/1966,0.88,41,1.13,37,0,0,66,0.8,Remco Pardoel,749685d24e2cac50,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,Grizzly,9,6,1,190.5,117.93,,Southpaw,5/23/1969,0,0,0,0,0,0,0,0,Royce Gracie,429e7d3725852ce9
a6a9ab5a824e8f66,UFC 2: No Way Out,3/11/1994,"Denver, Colorado, USA",8fbdde20b712b8da,open weight,0,Submission,1,67,,John McCarthy,Patrick Smith,46c8ec317aff28ac,0,5,12,41,5,12,42,0,0,,1,,1,4,25,2,2,100,2,6,33,3,10,30,2,2,100,0,0,,20,40,40,60,40,0,,20,17,0,187.96,102.06,,Orthodox,8/28/1963,0,0,0,0,0,0,0,0,Johnny Rhodes,319fa1bd3176bded,0,4,9,44,4,9,44,0,0,,0,,2,5,40,0,0,,2,4,50,4,9,44,0,0,,0,0,,50,0,50,100,0,0,,2,1,0,182.88,95.25,,Orthodox,,0,0,0,0,0,0,0,0,Patrick Smith,46c8ec317aff28ac
a6a9ab5a824e8f66,UFC 2: No Way Out,3/11/1994,"Denver, Colorado, USA",5655639baecd8f6a,open weight,0,Submission,1,67,,John McCarthy,Royce Gracie,429e7d3725852ce9,0,0,0,,0,0,,0,0,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,33,34,33,33,34,33,,15,2,3,185.42,79.38,,Southpaw,12/12/1966,0.88,41,1.13,37,0,0,66,0.8,Jason DeLucia,6ceff86fae4f6b3b,0,0,0,,0,0,,1,1,100,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,,33,21,1,180.34,86.18,,Southpaw,7/24/1969,0,0,0,0,0,0,0,0,Royce Gracie,429e7d3725852ce9
a6a9ab5a824e8f66,UFC 2: No Way Out,3/11/1994,"Denver, Colorado, USA",c4aa04781989699e,open weight,0,KO/TKO,1,89,,John McCarthy,Remco Pardoel,749685d24e2cac50,0,7,7,100,7,7,100,1,1,100,0,,7,7,100,0,0,,0,0,,0,0,,0,0,,7,7,100,100,0,0,0,0,100,Grizzly,9,6,1,190.5,117.93,,Southpaw,5/23/1969,0,0,0,0,0,0,0,0,Orlando Wiet,a6c2f5381d575920,0,1,2,50,5,7,71,0,0,,0,,0,1,0,0,0,,1,1,100,1,2,50,0,0,,0,0,,0,0,100,100,0,0,The Gladiator,1,5,0,177.8,77.11,,Southpaw,10/24/1965,0,0,0,0,0,0,0,0,Remco Pardoel,749685d24e2cac50
a6a9ab5a824e8f66,UFC 2: No Way Out,3/11/1994,"Denver, Colorado, USA",b72acedda7ddc006,open weight,0,Submission,1,187,,John McCarthy,Johnny Rhodes,319fa1bd3176bded,1,13,29,44,21,38,55,0,0,,1,,12,28,43,0,0,,1,1,100,3,6,50,1,2,50,9,21,43,92,0,7,23,7,69,,2,1,0,182.88,95.25,,Orthodox,,0,0,0,0,0,0,0,0,Fred Ettish,8d5daf67983b65ba,0,4,7,57,7,11,64,0,0,,0,,0,1,0,2,4,50,2,2,100,4,7,56,0,0,,0,0,,0,50,50,100,0,0,,1,1,0,182.88,81.65,,Southpaw,10/12/1955,0,0,0,0,0,0,0,0,Johnny Rhodes,319fa1bd3176bded
a6a9ab5a824e8f66,UFC 2: No Way Out,3/11/1994,"Denver, Colorado, USA",8ea72cf82fac07f6,open weight,0,KO/TKO,1,30,,John McCarthy,Patrick Smith,46c8ec317aff28ac,0,13,17,76,19,25,76,0,0,,0,,12,16,75,1,1,100,0,0,,0,0,,1,1,100,12,16,75,92,7,0,0,7,92,,20,17,0,187.96,102.06,,Orthodox,8/28/1963,0,0,0,0,0,0,0,0,Scott Morris,be9d259be012e8a4,0,0,0,,0,0,,0,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,,2,1,0,177.8,95.25,,Orthodox,,0,0,0,0,0,0,0,0,Patrick Smith,46c8ec317aff28ac
a6a9ab5a824e8f66,UFC 2: No Way Out,3/11/1994,"Denver, Colorado, USA",fcd8e8ec45eb6b9f,open weight,0,Submission,1,308,,John McCarthy,Royce Gracie,429e7d3725852ce9,0,2,4,50,110,114,96,1,1,100,2,,0,0,,0,0,,2,4,50,2,4,50,0,0,,0,0,,0,0,100,100,0,0,,15,2,3,185.42,79.38,,Southpaw,12/12/1966,0.88,41,1.13,37,0,0,66,0.8,Minoki Ichihara,4565d435005319c0,0,3,7,42,12,16,75,0,0,,0,,3,6,50,0,0,,0,1,0,0,2,0,0,0,,3,5,60,100,0,0,0,0,100,,0,1,0,170.18,80.74,,Orthodox,6/30/1968,0,0,0,0,0,0,0,0,Royce Gracie,429e7d3725852ce9
a6a9ab5a824e8f66,UFC 2: No Way Out,3/11/1994,"Denver, Colorado, USA",c53325be8ce33b8b,open weight,0,Submission,1,401,,John McCarthy,Jason DeLucia,6ceff86fae4f6b3b,0,3,5,60,20,25,80,0,1,0,5,,1,2,50,1,2,50,1,1,100,2,4,50,0,0,,1,1,100,33,33,33,66,0,33,,33,21,1,180.34,86.18,,Southpaw,7/24/1969,0,0,0,0,0,0,0,0,Scott Baker,7d5b12de1625984e,0,0,2,0,14,23,61,1,1,100,0,,0,2,0,0,0,,0,0,,0,2,0,0,0,,0,0,,0,0,0,0,0,0,,1,1,0,182.88,95.25,,,,0,0,0,0,0,0,0,0,Jason DeLucia,6ceff86fae4f6b3b
a6a9ab5a824e8f66,UFC 2: No Way Out,3/11/1994,"Denver, Colorado, USA",17ee4caf06981b81,open weight,0,Submission,1,591,,John McCarthy,Remco Pardoel,749685d24e2cac50,0,4,6,66,20,22,91,1,1,100,1,,4,5,80,0,0,,0,1,0,0,1,0,0,0,,4,5,80,100,0,0,0,0,100,Grizzly,9,6,1,190.5,117.93,,Southpaw,5/23/1969,0,0,0,0,0,0,0,0,Alberta Cerra Leon,6e02c318762f52f1,0,1,3,33,9,11,82,0,0,,0,,1,3,33,0,0,,0,0,,1,1,100,0,0,,0,2,0,100,0,0,100,0,0,,0,1,0,172.72,107.95,,,,0,0,0,0,0,0,0,0,Remco Pardoel,749685d24e2cac50
a6a9ab5a824e8f66,UFC 2: No Way Out,3/11/1994,"Denver, Colorado, USA",3b020d4914b44fc8,open weight,0,KO/TKO,1,170,,John McCarthy,Orlando Wiet,a6c2f5381d575920,0,8,12,66,11,15,73,0,0,,0,,7,11,64,1,1,100,0,0,,1,3,33,0,0,,7,9,78,87,12,0,12,0,87,The Gladiator,1,5,0,177.8,77.11,,Southpaw,10/24/1965,0,0,0,0,0,0,0,0,Robert Lucarelli,96087e90d900f0ef,0,2,6,33,2,6,33,1,1,100,1,,1,2,50,0,1,0,1,3,33,2,6,33,0,0,,0,0,,50,0,50,100,0,0,,0,1,0,187.96,111.13,,,,0,0,0,0,0,0,0,0,Orlando Wiet,a6c2f5381d575920
a6a9ab5a824e8f66,UFC 2: No Way Out,3/11/1994,"Denver, Colorado, USA",d917c8c7461b9831,open weight,0,Submission,1,292,,John McCarthy,Frank Hamaker,c3c23c99477c041b,0,2,3,66,14,15,93,1,1,100,3,,2,3,67,0,0,,0,0,,1,1,100,0,0,,1,2,50,100,0,0,50,0,50,,1,0,0,,,,,,0,0,0,0,0,0,0,0,Thaddeus Luster,505934897b8b4824,0,0,0,,0,0,,0,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,,0,1,0,190.5,95.25,,,,0,0,0,0,0,0,0,0,Frank Hamaker,c3c23c99477c041b
a6a9ab5a824e8f66,UFC 2: No Way Out,3/11/1994,"Denver, Colorado, USA",4b9ae533ccb3fcdf,open weight,0,Submission,1,58,,John McCarthy,Patrick Smith,46c8ec317aff28ac,0,1,1,100,1,1,100,0,1,0,1,,0,0,,1,1,100,0,0,,0,0,,1,1,100,0,0,,0,100,0,0,100,0,,20,17,0,187.96,102.06,,Orthodox,8/28/1963,0,0,0,0,0,0,0,0,Ray Wizard,ea0ad155451ed1f5,0,1,1,100,2,2,100,0,0,,0,,0,0,,0,0,,1,1,100,1,1,100,0,0,,0,0,,0,0,100,100,0,0,,0,1,0,,,,,,0,0,0,0,0,0,0,0,Patrick Smith,46c8ec317aff28ac
a6a9ab5a824e8f66,UFC 2: No Way Out,3/11/1994,"Denver, Colorado, USA",ccee020be2e8d9f6,open weight,0,KO/TKO,1,733,,John McCarthy,Johnny Rhodes,319fa1bd3176bded,0,11,17,64,74,86,86,1,1,100,0,,9,15,60,1,1,100,1,1,100,1,1,100,1,1,100,9,15,60,81,9,9,9,9,81,,2,1,0,182.88,95.25,,Orthodox,,0,0,0,0,0,0,0,0,David Levicki,49590e0508b2c19f,0,4,5,80,95,102,93,0,0,,0,,4,5,80,0,0,,0,0,,1,2,50,2,2,100,1,1,100,100,0,0,25,50,25,,1,3,0,195.58,124.74,,,,0,0,0,0,0,0,0,0,Johnny Rhodes,319fa1bd3176bded
a6a9ab5a824e8f66,UFC 2: No Way Out,3/11/1994,"Denver, Colorado, USA",4acab67848e78327,open weight,0,Submission,1,20,,John McCarthy,Scott Morris,be9d259be012e8a4,0,1,1,100,2,2,100,1,1,100,1,,1,1,100,0,0,,0,0,,0,0,,1,1,100,0,0,,100,0,0,0,100,0,,2,1,0,177.8,95.25,,Orthodox,,0,0,0,0,0,0,0,0,Sean Daugherty,a683f9ddb70aa4bd,0,0,4,0,1,5,20,0,0,,0,,0,2,0,0,0,,0,2,0,0,3,0,0,1,0,0,0,,0,0,0,0,0,0,,0,2,0,182.88,79.38,,,12/4/1975,0,0,0,0,0,0,0,0,Scott Morris,be9d259be012e8a4
1a49e0670dfaca31,UFC 3: The American Dream,9/9/1994,"Charlotte, North Carolina, USA",323f543eb8abdb36,3 tournament,1,KO/TKO,1,87,,John McCarthy,Steve Jennum,ad047e3073a775f3,0,6,11,54,7,13,54,1,1,100,0,,6,11,55,0,0,,0,0,,1,2,50,0,0,,5,9,56,100,0,0,16,0,83,,2,3,0,177.8,97.52,,Orthodox,9/23/1963,0,0,0,0,0,0,0,0,Harold Howard,a2b06ca02bca14c0,0,2,6,33,3,7,43,0,0,,1,,2,6,33,0,0,,0,0,,1,4,25,1,1,100,0,1,0,100,0,0,50,50,0,,1,3,0,187.96,108.86,,Orthodox,,0,0,0,0,0,0,0,0,Steve Jennum,ad047e3073a775f3
1a49e0670dfaca31,UFC 3: The American Dream,9/9/1994,"Charlotte, North Carolina, USA",5167a5aec41f8b6d,open weight,0,Submission,1,274,,John McCarthy,Ken Shamrock,63b65af1c5cb02cb,0,4,4,100,7,7,100,1,2,50,1,,1,1,100,2,2,100,1,1,100,0,0,,3,3,100,1,1,100,25,50,25,0,75,25,The World's Most Dangerous Man,28,17,2,185.42,92.99,182.88,Orthodox,2/11/1964,1.47,46,4.3,39,0.94,60,44,2.5,Felix Lee Mitchell,6cbb7661c3258617,0,3,3,100,21,22,95,0,0,,0,,0,0,,1,1,100,2,2,100,0,0,,3,3,100,0,0,,0,33,66,0,100,0,,2,7,0,,,,Orthodox,,0,0,0,0,0,0,0,0,Ken Shamrock,63b65af1c5cb02cb
1a49e0670dfaca31,UFC 3: The American Dream,9/9/1994,"Charlotte, North Carolina, USA",f65b000b7e450bcf,open weight,0,Submission,1,280,,John McCarthy,Royce Gracie,429e7d3725852ce9,0,2,6,33,17,21,81,0,2,0,1,,1,1,100,0,2,0,1,3,33,0,0,,2,6,33,0,0,,50,0,50,0,100,0,,15,2,3,185.42,79.38,,Southpaw,12/12/1966,0.88,41,1.13,37,0,0,66,0.8,Kimo Leopoldo,08ae5cd9aef7ddd3,0,6,9,66,6,10,60,1,1,100,0,,3,6,50,2,2,100,1,1,100,0,1,0,3,3,100,3,5,60,50,33,16,0,50,50,,10,7,1,190.5,106.59,,Orthodox,1/5/1968,0.76,83,2.12,30,4.55,100,0,2.3,Royce Gracie,429e7d3725852ce9
1a49e0670dfaca31,UFC 3: The American Dream,9/9/1994,"Charlotte, North Carolina, USA",ca837b002a318766,open weight,0,KO/TKO,1,46,,John McCarthy,Harold Howard,a2b06ca02bca14c0,1,9,12,75,12,15,80,0,1,0,0,,9,12,75,0,0,,0,0,,1,4,25,4,4,100,4,4,100,100,0,0,11,44,44,,1,3,0,187.96,108.86,,Orthodox,,0,0,0,0,0,0,0,0,Roland Payne,2e04a3b4a2011b97,0,3,4,75,3,4,75,1,2,50,0,,0,0,,2,2,100,1,2,50,2,2,100,1,2,50,0,0,,0,66,33,66,33,0,,0,1,0,175.26,92.99,,Orthodox,,0,0,0,0,0,0,0,0,Harold Howard,a2b06ca02bca14c0
1a49e0670dfaca31,UFC 3: The American Dream,9/9/1994,"Charlotte, North Carolina, USA",8887948f0c097cd8,open weight,0,KO/TKO,1,119,,John McCarthy,Keith Hackney,bf12aca029bfcc47,1,34,50,68,36,52,69,0,0,,0,,29,45,64,0,0,,5,5,100,6,8,75,2,3,67,26,39,67,85,0,14,17,5,76,The Giant Killer,2,2,0,180.34,90.72,,Sideways,4/15/1958,0,0,0,0,0,0,0,0,Emmanuel Yarborough,2299605af59fd309,0,1,5,20,4,9,44,0,1,0,0,,1,5,20,0,0,,0,0,,0,2,0,0,0,,1,3,33,100,0,0,0,0,100,,1,2,0,203.2,349.27,,Open Stance,9/5/1960,0,0,0,0,0,0,0,0,Keith Hackney,bf12aca029bfcc47
1a49e0670dfaca31,UFC 3: The American Dream,9/9/1994,"Charlotte, North Carolina, USA",56315d5ac11594a5,open weight,0,KO/TKO,1,289,,John McCarthy,Ken Shamrock,63b65af1c5cb02cb,0,8,9,88,16,20,80,1,1,100,0,,5,6,83,3,3,100,0,0,,0,1,0,0,0,,8,8,100,62,37,0,0,0,100,The World's Most Dangerous Man,28,17,2,185.42,92.99,182.88,Orthodox,2/11/1964,1.47,46,4.3,39,0.94,60,44,2.5,Christophe Leninger,7269329bd87eb479,0,1,2,50,21,23,91,0,0,,0,,1,2,50,0,0,,0,0,,1,2,50,0,0,,0,0,,100,0,0,100,0,0,,3,4,0,182.88,90.72,,Southpaw,,0,0,0,0,0,0,0,0,Ken Shamrock,63b65af1c5cb02cb
b60391da771deefe,UFC 4: Revenge of the Warriors,12/16/1994,"Tulsa, Oklahoma, USA",f29eec19aa5c1303,4 tournament,1,Submission,1,949,,John McCarthy,Royce Gracie,429e7d3725852ce9,0,0,4,0,80,84,95,0,0,,3,,0,1,0,0,0,,0,3,0,0,4,0,0,0,,0,0,,33,34,33,33,34,33,,15,2,3,185.42,79.38,,Southpaw,12/12/1966,0.88,41,1.13,37,0,0,66,0.8,Dan Severn,c670aa48827d6be6,0,4,7,57,27,43,63,1,1,100,0,,4,7,56,0,0,,0,0,,0,0,,0,0,,4,7,56,100,0,0,0,0,100,The Beast,101,19,1,187.96,113.4,,Southpaw,6/8/1958,0,0,0,0,0,0,0,0,Royce Gracie,429e7d3725852ce9
b60391da771deefe,UFC 4: Revenge of the Warriors,12/16/1994,"Tulsa, Oklahoma, USA",e65a23b80c869456,open weight,0,Submission,1,52,,John McCarthy,Dan Severn,c670aa48827d6be6,0,0,0,,0,0,,1,1,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,33,34,33,33,34,33,The Beast,101,19,1,187.96,113.4,,Southpaw,6/8/1958,0,0,0,0,0,0,0,0,Marcus Bossett,e8fb8e53bc2e29d6,0,1,2,50,2,3,67,0,0,,0,,0,0,,1,2,50,0,0,,1,2,50,0,0,,0,0,,0,100,0,100,0,0,The Grasshopper,1,3,0,185.42,97.52,,Orthodox,,0,0,0,0,0,0,0,0,Dan Severn,c670aa48827d6be6
b60391da771deefe,UFC 4: Revenge of the Warriors,12/16/1994,"Tulsa, Oklahoma, USA",9c74c2758a2c7c2e,open weight,0,Submission,1,332,,John McCarthy,Royce Gracie,429e7d3725852ce9,0,11,23,47,45,58,78,0,2,0,3,,7,15,47,3,5,60,1,3,33,2,10,20,9,13,69,0,0,,63,27,9,18,81,0,,15,2,3,185.42,79.38,,Southpaw,12/12/1966,0.88,41,1.13,37,0,0,66,0.8,Keith Hackney,bf12aca029bfcc47,0,4,13,30,7,16,44,0,0,,0,,3,12,25,1,1,100,0,0,,1,3,33,2,4,50,1,6,17,75,25,0,25,50,25,The Giant Killer,2,2,0,180.34,90.72,,Sideways,4/15/1958,0,0,0,0,0,0,0,0,Royce Gracie,429e7d3725852ce9
b60391da771deefe,UFC 4: Revenge of the Warriors,12/16/1994,"Tulsa, Oklahoma, USA",040ecf01338dff9e,open weight,0,Submission,1,105,,John McCarthy,Dan Severn,c670aa48827d6be6,0,0,0,,0,0,,2,5,40,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,33,34,33,33,34,33,The Beast,101,19,1,187.96,113.4,,Southpaw,6/8/1958,0,0,0,0,0,0,0,0,Anthony Macias,dedc3bb440d09554,0,8,9,88,12,14,86,0,0,,0,,4,4,100,2,2,100,2,3,67,2,3,67,3,3,100,3,3,100,50,25,25,25,37,37,Mad Dog,26,18,0,175.26,83.91,,Switch,2/9/1969,0,0,0,0,0,0,0,0,Dan Severn,c670aa48827d6be6
b60391da771deefe,UFC 4: Revenge of the Warriors,12/16/1994,"Tulsa, Oklahoma, USA",7e7d7a488ea21f63,open weight,0,Submission,1,287,,John McCarthy,Steve Jennum,ad047e3073a775f3,0,13,40,32,29,70,41,2,3,66,1,,13,36,36,0,2,0,0,2,0,0,6,0,0,0,,13,34,38,100,0,0,0,0,100,,2,3,0,177.8,97.52,,Orthodox,9/23/1963,0,0,0,0,0,0,0,0,Melton Bowen,81ca2c245b19b3c5,0,1,4,25,48,59,81,0,0,,0,,1,4,25,0,0,,0,0,,0,3,0,1,1,100,0,0,,100,0,0,0,100,0,The Punisher,0,1,0,182.88,102.06,,Orthodox,7/16/1969,0,0,0,0,0,0,0,0,Steve Jennum,ad047e3073a775f3
b60391da771deefe,UFC 4: Revenge of the Warriors,12/16/1994,"Tulsa, Oklahoma, USA",ccccc0a22b05eac6,open weight,0,Submission,1,164,,John McCarthy,Keith Hackney,bf12aca029bfcc47,0,8,14,57,10,16,62,0,0,,1,,1,5,20,0,1,0,7,8,88,2,7,28,0,0,,6,7,86,12,0,87,25,0,75,The Giant Killer,2,2,0,180.34,90.72,,Sideways,4/15/1958,0,0,0,0,0,0,0,0,Joe Son,83b743fedde154fb,0,0,0,,4,4,100,1,1,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,,0,4,0,162.56,107.05,,Orthodox,11/22/1970,0,0,0,0,0,0,0,0,Keith Hackney,bf12aca029bfcc47
b60391da771deefe,UFC 4: Revenge of the Warriors,12/16/1994,"Tulsa, Oklahoma, USA",0b71ada6c9209fc9,open weight,0,Submission,1,229,,John McCarthy,Royce Gracie,429e7d3725852ce9,0,7,11,63,27,31,87,1,1,100,1,,5,8,62,2,3,67,0,0,,0,1,0,0,0,,7,10,70,71,28,0,0,0,100,,15,2,3,185.42,79.38,,Southpaw,12/12/1966,0.88,41,1.13,37,0,0,66,0.8,Ron van Clief,23ab42947c1990e3,0,0,2,0,0,2,0,0,0,,0,,0,2,0,0,0,,0,0,,0,0,,0,0,,0,2,0,0,0,0,0,0,0,The Black Dragon,0,1,0,177.8,86.18,,Orthodox,1/25/1943,0,0,0,0,0,0,0,0,Royce Gracie,429e7d3725852ce9
b60391da771deefe,UFC 4: Revenge of the Warriors,12/16/1994,"Tulsa, Oklahoma, USA",8f8f47a728c3127e,open weight,0,KO/TKO,1,133,,John McCarthy,Guy Mezger,946f341df6472ee0,0,19,30,63,23,34,68,1,1,100,0,,17,28,61,1,1,100,1,1,100,0,1,0,4,5,80,15,24,62,89,5,5,0,21,78,,30,14,2,185.42,90.72,,Orthodox,1/1/1968,2.3,32,1.36,72,0.39,50,88,0,Jason Fairn,adea9f0090aa8e14,1,9,12,75,12,15,80,0,0,,0,,5,8,62,2,2,100,2,2,100,1,4,25,4,4,100,4,4,100,55,22,22,11,44,44,,4,5,0,185.42,104.33,,,,0,0,0,0,0,0,0,0,Guy Mezger,946f341df6472ee0
b60391da771deefe,UFC 4: Revenge of the Warriors,12/16/1994,"Tulsa, Oklahoma, USA",b80e6a799c95d499,open weight,0,KO/TKO,1,295,,John McCarthy,Marcus Bossett,e8fb8e53bc2e29d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Grasshopper,1,3,0,185.42,97.52,,Orthodox,,0,0,0,0,0,0,0,0,Eldo Xavier Dias,ee5df903f80c6816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,180.34,81.65,,,7/16/1964,0,0,0,0,0,0,0,0,Marcus Bossett,e8fb8e53bc2e29d6
b60391da771deefe,UFC 4: Revenge of the Warriors,12/16/1994,"Tulsa, Oklahoma, USA",a1db4c917777aa79,open weight,0,Submission,1,14,,John McCarthy,Joe Charles,19ffeb5e3fffd6d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Ghetto Man,6,13,0,185.42,117.93,,Southpaw,,0,0,0,0,0,0,0,0,Kevin Rosier,598a58db87b890ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,193.04,124.74,,Orthodox,,0,0,0,0,0,0,0,0,Joe Charles,19ffeb5e3fffd6d5
dedc3bb440d09554,UFC 5: The Return of the Beast,4/7/1995,"Charlotte, North Carolina, USA",6ca94b35719eb300,5 tournament,1,Submission,1,181,1,John McCarthy,Dan Severn,c670aa48827d6be6,0,2,3,66,11,13,85,1,1,100,1,,1,1,100,0,1,0,1,1,100,0,0,,1,2,50,1,1,100,50,0,50,0,50,50,The Beast,101,19,1,187.96,113.4,,Southpaw,6/8/1958,0,0,0,0,0,0,0,0,Dave Beneteau,9fd1f08dd4aec14a,0,2,6,33,5,10,50,0,0,,0,,2,6,33,0,0,,0,0,,0,1,0,2,5,40,0,0,,100,0,0,0,100,0,Dangerous,6,5,1,187.96,113.4,,Orthodox,,0,0,0,0,0,0,0,0,Dan Severn,c670aa48827d6be6
dedc3bb440d09554,UFC 5: The Return of the Beast,4/7/1995,"Charlotte, North Carolina, USA",db8df615610f3632,superfight championship,0,Other,2,300,1,John McCarthy,Ken Shamrock,63b65af1c5cb02cb,0,10,22,45,98,123,80,1,1,100,0,,5,17,28,0,0,,5,5,100,1,3,33,0,0,,9,19,47,50,0,50,10,0,90,The World's Most Dangerous Man,28,17,2,185.42,92.99,182.88,Orthodox,2/11/1964,1.47,46,4.3,39,0.94,60,44,2.5,Royce Gracie,429e7d3725852ce9,0,3,12,25,355,366,97,0,1,0,0,,2,5,40,0,2,0,1,5,20,1,9,11,0,0,,2,3,67,66,0,33,33,0,66,,15,2,3,185.42,79.38,,Southpaw,12/12/1966,0.88,41,1.13,37,0,0,66,0.8,,
dedc3bb440d09554,UFC 5: The Return of the Beast,4/7/1995,"Charlotte, North Carolina, USA",cbf3fc8730b4ad09,open weight,0,TKO - Doctor's Stoppage,1,261,1,John McCarthy,Dan Severn,c670aa48827d6be6,0,9,17,52,38,64,59,1,1,100,0,,9,17,53,0,0,,0,0,,0,0,,0,0,,9,17,53,100,0,0,0,0,100,The Beast,101,19,1,187.96,113.4,,Southpaw,6/8/1958,0,0,0,0,0,0,0,0,Oleg Taktarov,1dc56b59cb28425d,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,The Russian Bear,17,5,2,182.88,95.25,,Orthodox,8/26/1967,0,0,0,0,0,0,0,0,Dan Severn,c670aa48827d6be6
dedc3bb440d09554,UFC 5: The Return of the Beast,4/7/1995,"Charlotte, North Carolina, USA",db4c169722cf1e33,open weight,0,KO/TKO,1,132,1,John McCarthy,Dave Beneteau,9fd1f08dd4aec14a,0,8,13,61,22,28,79,1,1,100,0,,8,13,62,0,0,,0,0,,0,0,,0,0,,8,13,62,100,0,0,0,0,100,Dangerous,6,5,1,187.96,113.4,,Orthodox,,0,0,0,0,0,0,0,0,Todd Medina,b60391da771deefe,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,El Tiburon,11,9,0,177.8,87.54,,Southpaw,4/30/1970,0,0,0,0,0,0,0,0,Dave Beneteau,9fd1f08dd4aec14a
