event_id,event_name,date,location,fight_id,division,title_fight,method,finish_round,match_time_sec,total_rounds,referee,r_name,r_id,r_kd,r_sig_str_landed,r_sig_str_atmpted,r_sig_str_acc,r_total_str_landed,r_total_str_atmpted,r_total_str_acc,r_td_landed,r_td_atmpted,r_td_acc,r_sub_att,r_ctrl,r_head_landed,r_head_atmpted,r_head_acc,r_body_landed,r_body_atmpted,r_body_acc,r_leg_landed,r_leg_atmpted,r_leg_acc,r_dist_landed,r_dist_atmpted,r_dist_acc,r_clinch_landed,r_clinch_atmpted,r_clinch_acc,r_ground_landed,r_ground_atmpted,r_ground_acc,r_landed_head_per,r_landed_body_per,r_landed_leg_per,r_landed_dist_per,r_landed_clinch_per,r_landed_ground_per,r_nick_name,r_wins,r_losses,r_draws,r_height,r_weight,r_reach,r_stance,r_dob,r_splm,r_str_acc,r_sapm,r_str_def,r_td_avg,r_td_avg_acc,r_td_def,r_sub_avg,b_name,b_id,b_kd,b_sig_str_landed,b_sig_str_atmpted,b_sig_str_acc,b_total_str_landed,b_total_str_atmpted,b_total_str_acc,b_td_landed,b_td_atmpted,b_td_acc,b_sub_att,b_ctrl,b_head_landed,b_head_atmpted,b_head_acc,b_body_landed,b_body_atmpted,b_body_acc,b_leg_landed,b_leg_atmpted,b_leg_acc,b_dist_landed,b_dist_atmpted,b_dist_acc,b_clinch_landed,b_clinch_atmpted,b_clinch_acc,b_ground_landed,b_ground_atmpted,b_ground_acc,b_landed_head_per,b_landed_body_per,b_landed_leg_per,b_landed_dist_per,b_landed_clinch_per,b_landed_ground_per,b_nick_name,b_wins,b_losses,b_draws,b_height,b_weight,b_reach,b_stance,b_dob,b_splm,b_str_acc,b_sapm,b_str_def,b_td_avg,b_td_avg_acc,b_td_def,b_sub_avg,winner,winner_id
6a8a06b542e1516d,UFC Fight Night: Bermudez vs. The Korean Zombie,2/4/2017,"Houston, Texas, USA",4a2e7e2c8cfdaf5f,women's strawweight,0,Decision - Unanimous,3,300,3,Jacob Montalvo,Alexa Grasso,e8b731feff72294b,0,80,206,38,88,215,41,0,0,,1,14,43,153,28,13,22,59,24,31,77,78,203,38,2,2,100,0,1,0,53,16,30,97,2,0,,17,5,1,165.1,56.7,167.64,Orthodox,8/9/1993,4.11,41,3.71,58,0.4,35,54,0.7,Felice Herrig,b6850671a008bf9a,0,60,246,24,66,252,26,2,4,50,0,37,36,188,19,21,46,46,3,12,25,52,235,22,5,6,83,3,5,60,60,35,5,86,8,5,Lil Bulldog,14,10,0,162.56,52.16,165.1,Orthodox,9/18/1984,3.84,37,5.19,48,1.08,28,75,0.8,Felice Herrig,b6850671a008bf9a
6a8a06b542e1516d,UFC Fight Night: Bermudez vs. The Korean Zombie,2/4/2017,"Houston, Texas, USA",8c220d4c96895a98,featherweight,0,KO/TKO,1,149,5,Herb Dean,Dennis Bermudez,6f242453c91a5af0,0,20,34,58,24,38,63,0,3,0,0,20,11,24,46,6,7,86,3,3,100,14,26,54,6,8,75,0,0,,55,30,15,70,30,0,The Menace,17,9,0,167.64,70.31,167.64,Orthodox,12/13/1986,4.42,46,3.07,59,3.89,40,82,1.1,Chan Sung Jung,c451d67c09c55418,1,17,35,48,19,37,51,0,1,0,0,5,16,32,50,1,2,50,0,1,0,12,30,40,2,2,100,3,3,100,94,5,0,70,11,17,The Korean Zombie,17,8,0,170.18,65.77,182.88,Orthodox,3/17/1987,3.93,41,4.52,52,0.7,44,72,0.6,Chan Sung Jung,c451d67c09c55418
6a8a06b542e1516d,UFC Fight Night: Bermudez vs. The Korean Zombie,2/4/2017,"Houston, Texas, USA",94cecf4bd29793e1,lightweight,0,Submission,3,49,3,Kerry Hatley,Abel Trujillo,e14b5aa06eea9653,0,11,33,33,14,36,39,1,5,20,0,136,9,30,30,1,2,50,1,1,100,11,32,34,0,1,0,0,0,,81,9,9,100,0,0,Killa,15,8,0,172.72,70.31,177.8,Orthodox,9/18/1983,2.65,41,2.31,59,2.18,45,40,0.4,James Vick,6256b2b1562cb8e1,0,25,67,37,29,71,41,1,2,50,3,141,13,51,25,8,12,67,4,4,100,21,63,33,3,3,100,1,1,100,52,32,16,84,12,4,The Texecutioner,13,5,0,190.5,70.31,193.04,Orthodox,2/23/1987,4.13,39,3.31,60,0.26,33,57,0.7,James Vick,6256b2b1562cb8e1
6a8a06b542e1516d,UFC Fight Night: Bermudez vs. The Korean Zombie,2/4/2017,"Houston, Texas, USA",36220644401d85e1,light heavyweight,0,Decision - Split,3,300,3,Chris Reed,Ovince Saint Preux,50db8711c70196cd,0,76,189,40,79,192,41,0,4,0,0,38,61,165,37,15,24,62,0,0,,69,177,39,7,12,57,0,0,,80,19,0,90,9,0,,27,18,0,190.5,92.99,203.2,Southpaw,4/8/1983,3.03,47,3.33,47,1.09,36,67,0.5,Volkan Oezdemir,0845c81e37d3bcb3,0,82,182,45,103,204,50,0,1,0,0,83,51,138,37,17,25,68,14,19,74,71,166,43,11,16,69,0,0,,62,20,17,86,13,0,No Time,21,8,0,187.96,92.99,190.5,Orthodox,9/19/1989,4.99,48,4.19,55,0.5,29,80,0.1,Volkan Oezdemir,0845c81e37d3bcb3
6a8a06b542e1516d,UFC Fight Night: Bermudez vs. The Korean Zombie,2/4/2017,"Houston, Texas, USA",49e344834626c144,heavyweight,0,KO/TKO,1,190,3,Herb Dean,Anthony Hamilton,c727c7d31c50c4cf,0,14,37,37,18,42,43,0,0,,0,25,6,25,24,8,12,67,0,0,,9,30,30,5,7,71,0,0,,42,57,0,64,35,0,Freight Train,15,9,0,195.58,117.93,193.04,Orthodox,4/14/1980,3.91,65,3.02,45,2.62,42,78,0,Marcel Fortuna,d761b3766e38c5db,1,15,30,50,17,32,53,0,0,,0,1,11,25,44,3,3,100,1,2,50,11,26,42,4,4,100,0,0,,73,20,6,73,26,0,,9,3,0,185.42,92.99,187.96,Orthodox,10/22/1985,3.83,46,4.52,64,0.45,8,75,0.5,Marcel Fortuna,d761b3766e38c5db
6a8a06b542e1516d,UFC Fight Night: Bermudez vs. The Korean Zombie,2/4/2017,"Houston, Texas, USA",451525a1abe30a91,women's strawweight,0,Decision - Unanimous,3,300,3,Jacob Montalvo,Jessica Andrade,6a1901c62ab3870f,0,131,322,40,148,342,43,2,3,66,0,95,86,249,35,41,68,60,4,5,80,73,207,35,58,115,50,0,0,,65,31,3,55,44,0,Bate Estaca,26,15,0,154.94,52.16,157.48,Orthodox,9/25/1991,6.37,48,5.58,54,2.1,54,75,0.3,Angela Hill,f0feeb2192937424,1,89,209,42,99,220,45,0,0,,0,7,61,161,38,24,43,56,4,5,80,55,145,38,30,57,53,4,7,56,68,26,4,61,33,4,Overkill,18,16,0,160.02,52.16,162.56,Orthodox,1/12/1985,5.37,50,5.02,60,0.75,30,72,0.1,Jessica Andrade,6a1901c62ab3870f
6a8a06b542e1516d,UFC Fight Night: Bermudez vs. The Korean Zombie,2/4/2017,"Houston, Texas, USA",74256b4e8d0b1de6,heavyweight,0,Overturned,2,59,3,Kerry Hatley,Adam Milstead,72ffecf712673af1,0,1,1,100,3,5,60,0,0,,0,0,1,1,100,0,0,,0,0,,1,1,100,0,0,,0,0,,100,0,0,100,0,0,The Prototype,8,4,0,190.5,92.99,193.04,Orthodox,7/3/1987,3.85,46,4.79,43,0,0,64,0,Curtis Blaydes,fa6796c55d6c5440,0,25,33,75,72,96,75,8,10,80,0,304,10,18,56,1,1,100,14,14,100,1,5,20,1,1,100,23,27,85,40,4,56,4,4,92,Razor,19,6,0,193.04,120.2,203.2,Orthodox,2/18/1991,4.18,52,2.76,53,5.12,47,35,0,,
6a8a06b542e1516d,UFC Fight Night: Bermudez vs. The Korean Zombie,2/4/2017,"Houston, Texas, USA",478221ad98336565,featherweight,0,Submission,2,121,3,Chris Reed,Chas Skelly,4bd6b4800070b069,0,21,52,40,29,60,48,2,3,66,1,279,20,50,40,1,2,50,0,0,,15,40,38,4,8,50,2,4,50,95,4,0,71,19,9,The Scrapper,19,3,0,180.34,65.77,182.88,Orthodox,5/11/1985,2.01,40,3.21,49,1.74,34,39,2.3,Chris Gruetzemacher,feaf00f3373435d6,0,28,43,65,65,83,78,0,0,,0,0,15,29,52,5,6,83,8,8,100,15,29,52,2,2,100,11,12,92,53,17,28,53,7,39,Gritz,15,5,0,172.72,70.31,172.72,Orthodox,6/16/1986,6.18,57,4.96,52,0.21,50,65,0,Chas Skelly,4bd6b4800070b069
6a8a06b542e1516d,UFC Fight Night: Bermudez vs. The Korean Zombie,2/4/2017,"Houston, Texas, USA",66ad9f88f063d2ef,bantamweight,0,Decision - Unanimous,3,300,3,Herb Dean,Ricardo Ramos,1ae8f3c723aacff4,1,45,88,51,55,99,56,0,1,0,1,102,27,64,42,14,20,70,4,4,100,19,49,39,14,17,82,12,22,55,60,31,8,42,31,26,,17,8,0,175.26,65.77,182.88,Orthodox,8/1/1995,2.91,36,3.97,54,2.51,57,67,1,Michinori Tanaka,64788ee44b062ded,0,28,73,38,51,103,50,2,8,25,0,211,10,52,19,4,4,100,14,17,82,26,66,39,1,2,50,1,5,20,35,14,50,92,3,3,,11,3,0,165.1,61.23,170.18,Orthodox,10/4/1990,1.97,37,1.99,50,2.4,38,43,0.2,Ricardo Ramos,1ae8f3c723aacff4
6a8a06b542e1516d,UFC Fight Night: Bermudez vs. The Korean Zombie,2/4/2017,"Houston, Texas, USA",ebe38ba75cbf2320,women's strawweight,0,Decision - Unanimous,3,300,3,Jacob Montalvo,Tecia Pennington,31ef8b67e13495b3,0,81,189,42,112,232,48,1,2,50,0,250,45,144,31,14,18,78,22,27,81,79,185,43,1,1,100,1,3,33,55,17,27,97,1,1,Tiny Tornado,15,8,0,154.94,52.16,152.4,Orthodox,8/16/1989,4.73,48,3.48,61,0.56,14,62,0.1,Bec Rawlings,907e60fd13407e1e,0,37,151,24,41,158,26,1,2,50,0,110,21,122,17,14,26,54,2,3,67,33,141,23,3,8,38,1,2,50,56,37,5,89,8,2,Rowdy,7,8,0,167.64,56.7,162.56,Orthodox,2/11/1989,4.48,42,5.66,57,0.71,40,68,0.4,Tecia Pennington,31ef8b67e13495b3
6a8a06b542e1516d,UFC Fight Night: Bermudez vs. The Korean Zombie,2/4/2017,"Houston, Texas, USA",48e51d4e7172048e,welterweight,0,Overturned,2,300,3,Kerry Hatley,Alex Morono,cdb96af67d096b1e,1,45,131,34,47,133,35,0,0,,0,8,31,112,28,10,15,67,4,4,100,42,118,36,0,4,0,3,9,33,68,22,8,93,0,6,The Great White,24,13,0,180.34,77.11,182.88,Orthodox,8/16/1990,4.9,39,4.88,55,0.32,24,47,0.3,Niko Price,d8da10db80131bec,1,23,117,19,23,118,19,0,1,0,0,0,12,87,14,6,17,35,5,13,38,19,107,18,3,9,33,1,1,100,52,26,21,82,13,4,The Hybrid,16,11,0,182.88,77.11,193.04,Orthodox,9/29/1989,5.11,43,5.57,48,1.06,30,50,0.6,,
6a8a06b542e1516d,UFC Fight Night: Bermudez vs. The Korean Zombie,2/4/2017,"Houston, Texas, USA",f3bb58f485dc2008,light heavyweight,0,KO/TKO,1,52,3,Chris Reed,Daniel Jolly,eeabcd4dc6619129,0,0,3,0,0,3,0,0,2,0,0,8,0,2,0,0,0,,0,1,0,0,3,0,0,0,,0,0,,33,34,33,33,34,33,The Werewolf of Texas,5,3,0,185.42,92.99,190.5,Orthodox,9/3/1984,1.32,46,3.39,44,2.83,33,50,0,Khalil Rountree Jr.,749f572d1d3161fb,1,3,3,100,5,6,83,0,0,,0,1,1,1,100,2,2,100,0,0,,0,0,,1,1,100,2,2,100,33,66,0,0,33,66,,15,7,0,185.42,92.99,193.04,Southpaw,2/26/1990,3.88,40,4.33,49,0,0,58,0.1,Khalil Rountree Jr.,749f572d1d3161fb
865aa315ea62c511,UFC 208: Holm vs. De Randamie,2/11/2017,"Brooklyn, New York, USA",252074c8554bf30d,women's featherweight,1,Decision - Unanimous,5,300,5,Todd Ronald Anderson,Holly Holm,634e2fb70bde3fd5,0,77,182,42,122,235,52,0,9,0,0,496,18,99,18,21,37,56,38,46,83,61,161,38,16,21,76,0,0,,23,27,49,79,20,0,The Preacher's Daughter,15,7,0,172.72,61.23,175.26,Southpaw,10/17/1981,3.13,40,2.92,55,0.87,30,76,0.1,Germaine de Randamie,1d239d571e342453,0,80,150,53,144,223,65,0,1,0,0,37,28,88,32,34,40,85,18,22,82,49,113,43,31,36,86,0,1,0,35,42,22,61,38,0,The Iron Lady,10,5,0,175.26,61.23,180.34,Orthodox,4/24/1984,2.57,46,2,65,0,0,65,0.4,Germaine de Randamie,1d239d571e342453
865aa315ea62c511,UFC 208: Holm vs. De Randamie,2/11/2017,"Brooklyn, New York, USA",d29750cee389a0b9,middleweight,0,Decision - Unanimous,3,300,3,Yves Lavigne,Anderson Silva,1f454354805b6f75,0,43,78,55,54,89,61,0,0,,0,0,28,56,50,13,19,68,2,3,67,30,61,49,8,12,67,5,5,100,65,30,4,69,18,11,The Spider,34,11,0,187.96,83.91,195.58,Southpaw,4/14/1975,3.05,61,2.05,60,0.5,77,69,0.8,Derek Brunson,b1a3e0aca758b322,0,54,101,53,118,184,64,2,10,20,0,228,36,80,45,5,5,100,13,16,81,33,68,49,19,30,63,2,3,67,66,9,24,61,35,3,The One,23,9,0,185.42,83.91,195.58,Southpaw,1/4/1984,3.51,47,3.05,51,3.14,33,85,0.6,Anderson Silva,1f454354805b6f75
865aa315ea62c511,UFC 208: Holm vs. De Randamie,2/11/2017,"Brooklyn, New York, USA",244357514dd89bd6,light heavyweight,0,Decision - Unanimous,3,300,3,Kevin MacDonald,Glover Teixeira,7ff97850e8c32bda,0,24,53,45,113,179,63,3,3,100,1,637,19,47,40,4,5,80,1,1,100,14,36,39,1,1,100,9,16,56,79,16,4,58,4,37,,33,9,0,187.96,92.99,193.04,Orthodox,10/28/1979,3.73,49,4.43,51,2.11,33,60,0.9,Jared Cannonier,13a0275fa13c4d26,0,21,46,45,40,66,61,0,0,,0,10,19,44,43,1,1,100,1,1,100,18,41,44,2,4,50,1,1,100,90,4,4,85,9,4,The Killa Gorilla,18,9,0,180.34,83.91,195.58,Switch,3/16/1984,4.42,49,4.35,56,0.54,40,64,0,Glover Teixeira,7ff97850e8c32bda
865aa315ea62c511,UFC 208: Holm vs. De Randamie,2/11/2017,"Brooklyn, New York, USA",ced241b99eab5f22,middleweight,0,Submission,1,221,3,Dan Miragliotta,Jacare Souza,7a703c565ccaa18f,0,7,18,38,15,30,50,1,2,50,1,74,5,13,38,2,5,40,0,0,,5,14,36,1,3,33,1,1,100,71,28,0,71,14,14,,26,10,0,185.42,83.91,182.88,Orthodox,12/7/1979,2.53,47,2.83,62,2.57,39,57,1.3,Tim Boetsch,c80095f6092271a7,0,6,10,60,8,12,67,0,0,,0,0,2,6,33,0,0,,4,4,100,6,10,60,0,0,,0,0,,33,0,66,100,0,0,The Barbarian,21,13,0,182.88,83.91,187.96,Orthodox,1/28/1981,2.93,50,2.9,57,1.45,34,59,0.8,Jacare Souza,7a703c565ccaa18f
865aa315ea62c511,UFC 208: Holm vs. De Randamie,2/11/2017,"Brooklyn, New York, USA",8b8f9485214f9e48,lightweight,0,Decision - Majority,3,300,3,Todd Ronald Anderson,Dustin Poirier,029eaff01e6bb8f0,0,97,216,44,122,243,50,3,3,100,0,238,79,186,42,10,14,71,8,16,50,80,185,43,13,21,62,4,10,40,81,10,8,82,13,4,The Diamond,30,10,0,175.26,70.31,182.88,Southpaw,1/19/1989,5.24,50,4.57,52,1.15,35,64,1.2,Jim Miller,d1941565abf50b16,0,71,135,52,83,150,55,1,6,16,3,82,36,98,37,20,20,100,15,17,88,56,118,47,13,15,87,2,2,100,50,28,21,78,18,2,A-10,38,19,0,172.72,70.31,180.34,Southpaw,8/30/1983,2.92,42,3.44,56,1.5,45,48,1.7,Dustin Poirier,029eaff01e6bb8f0
865aa315ea62c511,UFC 208: Holm vs. De Randamie,2/11/2017,"Brooklyn, New York, USA",febea68b205f6273,flyweight,0,Decision - Unanimous,3,300,3,Dan Miragliotta,Wilson Reis,5aedf14771ca82d2,0,34,84,40,52,107,49,6,9,66,2,525,19,65,28,5,8,62,10,11,91,26,73,36,1,2,50,7,9,78,55,14,29,76,2,20,,23,10,0,162.56,56.7,165.1,Southpaw,1/6/1985,1.83,29,3.04,55,5.15,42,47,0.6,Yuta Sasaki,7c3c48cf54a2848e,0,34,105,32,69,145,48,0,1,0,0,68,25,89,28,8,13,62,1,3,33,26,93,28,1,2,50,7,10,70,73,23,2,76,2,20,Ulka,21,6,2,177.8,56.7,180.34,Southpaw,10/7/1989,2.16,41,2.5,50,3.03,43,41,1.2,Wilson Reis,5aedf14771ca82d2
865aa315ea62c511,UFC 208: Holm vs. De Randamie,2/11/2017,"Brooklyn, New York, USA",f680e6ebe3bdfe3e,welterweight,0,Decision - Unanimous,3,300,3,Yves Lavigne,Randy Brown,c6aee362c7a7d482,0,52,145,35,65,158,41,0,0,,0,26,36,113,32,7,12,57,9,20,45,48,138,35,1,1,100,3,6,50,69,13,17,92,1,5,Rudeboy,20,8,0,190.5,77.11,198.12,Orthodox,7/8/1990,4.39,47,3.35,53,0.71,34,74,0.5,Belal Muhammad,b1b0729d27936f2f,0,71,152,46,135,236,56,2,5,40,0,352,23,98,23,5,7,71,43,47,91,60,130,46,0,0,,11,22,50,32,7,60,84,0,15,Remember the Name,24,5,0,180.34,77.11,182.88,Orthodox,7/9/1988,4.43,43,3.82,55,2.14,36,90,0.1,Belal Muhammad,b1b0729d27936f2f
865aa315ea62c511,UFC 208: Holm vs. De Randamie,2/11/2017,"Brooklyn, New York, USA",ddd9e64d97b095f9,lightweight,0,Decision - Unanimous,3,300,3,Kevin MacDonald,Nik Lentz,6fb1ba67bef41b37,0,13,35,37,35,61,56,0,2,0,1,30,3,19,16,7,11,64,3,5,60,6,26,23,5,7,71,2,2,100,23,53,23,46,38,15,The Carny,30,12,2,172.72,65.77,172.72,Orthodox,8/13/1984,3.44,47,3.25,50,3.3,32,43,1.2,Islam Makhachev,275aca31f61ba28c,0,43,58,74,98,127,77,5,5,100,0,713,37,52,71,6,6,100,0,0,,13,25,52,0,1,0,30,32,94,86,13,0,30,0,69,,28,1,0,177.8,77.11,177.8,Southpaw,10/27/1991,2.45,58,1.45,61,3.1,56,91,1,Islam Makhachev,275aca31f61ba28c
865aa315ea62c511,UFC 208: Holm vs. De Randamie,2/11/2017,"Brooklyn, New York, USA",c4174e22cb22622c,featherweight,0,Decision - Split,3,300,3,Yves Lavigne,Ricky Glenn,814ff3018127e8fc,0,52,115,45,60,123,49,0,11,0,0,274,19,70,27,20,29,69,13,16,81,30,90,33,22,25,88,0,0,,36,38,25,57,42,0,The Gladiator,22,9,2,182.88,77.11,177.8,Southpaw,4/12/1989,3.79,42,4.3,51,0.72,13,69,0.4,Phillipe Nover,64360e618823a8e4,0,50,102,49,108,165,65,0,2,0,0,0,41,87,47,7,13,54,2,2,100,35,80,44,15,22,68,0,0,,82,14,4,70,30,0,The Filipino Assassin,11,8,1,175.26,65.77,182.88,Orthodox,2/3/1984,1.79,35,2.48,56,0.99,28,44,0.7,Ricky Glenn,814ff3018127e8fc
865aa315ea62c511,UFC 208: Holm vs. De Randamie,2/11/2017,"Brooklyn, New York, USA",1f9ac1648b8e501e,welterweight,0,Decision - Unanimous,3,300,3,Dan Miragliotta,Ryan LaFlare,4c7781da8c6cae93,1,29,91,31,51,116,44,1,4,25,0,309,13,63,21,14,25,56,2,3,67,17,68,25,5,8,62,7,15,47,44,48,6,58,17,24,,14,3,0,185.42,77.11,187.96,Southpaw,10/1/1983,2.89,40,1.86,63,2.13,44,58,0.2,Roan Carneiro,1c86754617d9813a,0,19,50,38,25,56,45,0,4,0,0,112,12,41,28,2,4,50,5,5,100,10,40,25,3,3,100,6,7,86,63,10,26,52,15,31,Jucao,21,11,0,180.34,77.11,193.04,Orthodox,6/2/1978,1.46,46,1.82,62,3.05,42,83,1.4,Ryan LaFlare,4c7781da8c6cae93
b4ad3a06ee4d660c,UFC Fight Night: Lewis vs. Browne,2/19/2017,"Halifax, Nova Scotia, Canada",ab14dbff9d2ae41a,heavyweight,0,KO/TKO,2,192,5,Mario Yamasaki,Derrick Lewis,d3df1add9d9a7efb,1,39,71,54,39,71,55,0,0,,0,100,37,67,55,0,2,0,2,2,100,21,50,42,1,1,100,17,20,85,94,0,5,53,2,43,The Black Beast,29,13,0,190.5,117.93,200.66,Orthodox,2/7/1985,2.46,49,2.57,39,0.55,26,52,0,Travis Browne,3236bf606fe9fa5b,0,21,47,44,23,49,47,0,1,0,0,4,0,14,0,12,23,52,9,10,90,21,45,47,0,1,0,0,1,0,0,57,42,100,0,0,Hapa,18,7,1,198.12,115.67,200.66,Orthodox,7/17/1982,2.93,41,4.31,42,1.21,68,75,0.2,Derrick Lewis,d3df1add9d9a7efb
b4ad3a06ee4d660c,UFC Fight Night: Lewis vs. Browne,2/19/2017,"Halifax, Nova Scotia, Canada",a5d24caed8afbeef,middleweight,0,Decision - Unanimous,3,300,3,Brad Jardine,Johny Hendricks,0941df56f6ac954b,0,51,136,37,69,155,45,0,0,,0,0,32,111,28,7,10,70,12,15,80,38,121,31,13,15,87,0,0,,62,13,23,74,25,0,Bigg Rigg,18,8,0,175.26,83.91,175.26,Southpaw,9/12/1983,3.49,45,3.99,53,3.83,46,63,0.3,Hector Lombard,db1f2ed63b54b9a7,0,37,103,35,43,109,39,2,9,22,0,122,22,80,28,8,15,53,7,8,88,33,98,34,4,5,80,0,0,,59,21,18,89,10,0,,34,10,1,175.26,83.91,180.34,Southpaw,2/2/1978,3.02,46,3.35,53,1.69,48,77,0.5,Johny Hendricks,0941df56f6ac954b
b4ad3a06ee4d660c,UFC Fight Night: Lewis vs. Browne,2/19/2017,"Halifax, Nova Scotia, Canada",112e6a0ddce893e6,featherweight,0,Decision - Unanimous,3,300,3,Cyril Desjardins,Sam Sicilia,b8aef0faf4ce9b31,0,10,87,11,10,88,11,0,0,,0,26,9,80,11,0,5,0,1,2,50,9,84,11,1,3,33,0,0,,90,0,10,90,10,0,,15,8,0,172.72,65.77,170.18,Orthodox,2/1/1986,2.46,33,3.55,59,1.45,43,70,0.9,Gavin Tucker,da816417a579a0bd,0,55,163,33,60,168,36,1,1,100,0,15,25,120,21,12,25,48,18,18,100,53,159,33,2,4,50,0,0,,45,21,32,96,3,0,Guv'nor,13,3,0,167.64,65.77,167.64,Southpaw,6/17/1986,4.29,44,4.18,57,3.13,44,53,1.5,Gavin Tucker,da816417a579a0bd
b4ad3a06ee4d660c,UFC Fight Night: Lewis vs. Browne,2/19/2017,"Halifax, Nova Scotia, Canada",16e28dd989ee1dea,middleweight,0,Decision - Unanimous,3,300,3,Keith Peterson,Elias Theodorou,34f88592c0ab7a54,0,38,116,32,70,155,45,1,4,25,0,159,18,80,23,8,16,50,12,20,60,28,104,27,3,3,100,7,9,78,47,21,31,73,7,18,The Spartan,16,3,0,185.42,83.91,190.5,Orthodox,5/31/1988,4.19,42,2.39,53,1.27,28,59,0,Cezar Ferreira,dbc17725b887860a,0,11,38,28,11,38,28,3,6,50,2,106,4,26,15,3,6,50,4,6,67,11,36,31,0,2,0,0,0,,36,27,36,100,0,0,Mutante,13,8,0,185.42,83.91,198.12,Southpaw,2/15/1985,1.9,42,2.44,53,2.69,53,84,0.5,Elias Theodorou,34f88592c0ab7a54
b4ad3a06ee4d660c,UFC Fight Night: Lewis vs. Browne,2/19/2017,"Halifax, Nova Scotia, Canada",9c256e94c6b584b6,women's bantamweight,0,Submission,1,74,3,Mario Yamasaki,Sara McMann,7be74a12d7352df2,0,7,14,50,7,14,50,2,2,100,1,62,6,13,46,1,1,100,0,0,,3,5,60,0,0,,4,9,44,85,14,0,42,0,57,,13,6,0,167.64,61.23,167.64,Orthodox,9/24/1980,2.26,46,1.92,47,4.38,65,50,0.5,Gina Mazany,016a8d958883167c,0,0,2,0,0,2,0,0,0,,0,0,0,2,0,0,0,,0,0,,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,Danger,7,6,0,167.64,56.7,172.72,Southpaw,8/19/1988,3.73,50,3.52,50,4.34,52,33,0.2,Sara McMann,7be74a12d7352df2
b4ad3a06ee4d660c,UFC Fight Night: Lewis vs. Browne,2/19/2017,"Halifax, Nova Scotia, Canada",f00ac5af033f44b4,lightweight,0,KO/TKO,1,284,3,Brad Jardine,Paul Felder,e5010b1b94ca5755,1,23,71,32,23,71,32,0,0,,0,3,14,57,25,4,7,56,5,7,71,23,66,35,0,1,0,0,4,0,60,17,21,100,0,0,The Irish Dragon,17,6,0,180.34,70.31,177.8,Orthodox,4/25/1984,3.7,44,3.44,48,0.29,28,64,0.2,Alex Ricci,bf9bc96336922271,0,21,59,35,21,59,36,0,0,,0,0,12,41,28,3,10,30,6,8,75,21,59,36,0,0,,0,0,,57,14,28,100,0,0,,10,5,0,180.34,70.31,,Orthodox,7/21/1982,2.48,41,2.53,64,0,0,64,0,Paul Felder,e5010b1b94ca5755
b4ad3a06ee4d660c,UFC Fight Night: Lewis vs. Browne,2/19/2017,"Halifax, Nova Scotia, Canada",1db121859d2fcda8,welterweight,0,Decision - Unanimous,3,300,3,Cyril Desjardins,Nordine Taleb,49858bf46dabf6fb,0,48,121,39,57,130,44,0,0,,0,0,15,67,22,8,23,35,25,31,81,48,121,40,0,0,,0,0,,31,16,52,100,0,0,,15,7,0,185.42,77.11,187.96,Orthodox,6/10/1981,3.66,51,2.62,66,1.94,76,73,0,Santiago Ponzinibbio,6d1bffff14897645,1,53,171,30,65,183,36,0,0,,0,118,42,156,27,5,9,56,6,6,100,48,160,30,0,0,,5,11,45,79,9,11,90,0,9,Argentine Dagger,31,9,0,182.88,77.11,185.42,Orthodox,9/26/1986,4.78,41,4.68,61,0.6,27,71,0,Santiago Ponzinibbio,6d1bffff14897645
b4ad3a06ee4d660c,UFC Fight Night: Lewis vs. Browne,2/19/2017,"Halifax, Nova Scotia, Canada",e4c4c54a10e06973,women's strawweight,0,Decision - Split,3,300,3,Keith Peterson,Carla Esparza,d910665038efc639,0,32,132,24,37,137,27,4,10,40,1,165,30,127,24,2,5,40,0,0,,24,118,20,2,6,33,6,8,75,93,6,0,75,6,18,Cookie Monster,20,8,0,154.94,52.16,160.02,Orthodox,10/10/1987,2.19,39,2.87,54,3.28,36,47,0.3,Randa Markos,4a57ebb14315b251,0,48,110,43,62,126,49,0,0,,0,18,47,109,43,1,1,100,0,0,,27,85,32,0,1,0,21,24,88,97,2,0,56,0,43,Quiet Storm,11,12,1,162.56,52.16,160.02,Orthodox,8/10/1985,2.97,43,3.1,58,1.12,28,52,0.2,Randa Markos,4a57ebb14315b251
b4ad3a06ee4d660c,UFC Fight Night: Lewis vs. Browne,2/19/2017,"Halifax, Nova Scotia, Canada",ad9ecef413a5b48f,bantamweight,0,Decision - Unanimous,3,300,3,Mario Yamasaki,Aiemann Zahabi,24656ef4d605c96f,1,44,112,39,45,113,40,0,0,,0,12,39,103,38,3,7,43,2,2,100,41,106,39,0,1,0,3,5,60,88,6,4,93,0,6,,14,2,0,172.72,61.23,172.72,Orthodox,11/19/1987,4.54,47,4.08,69,0.12,14,83,0,Reginaldo Vieira,f9081770e28ea2e1,0,64,190,33,73,199,37,2,13,15,0,144,27,138,20,12,22,55,25,30,83,59,183,32,3,5,60,2,2,100,42,18,39,92,4,3,,13,5,0,170.18,61.23,165.1,Orthodox,11/26/1982,3.76,40,2.89,59,1.97,27,25,0.8,Aiemann Zahabi,24656ef4d605c96f
